ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2716799,4,2016-02-15 23:04:19,2016-02-16 05:04:19,40.600487,-85.150502,40.593244,-85.150017,0.501,Closed between IN-218 and IN-18 - Road closed due to accident.,9797.0, S State Road 1,R,Keystone,Wells,IN,46759-9773,US,US/Eastern,KMZZ,2016-02-15 22:55:00,29.8,,73.0,29.82,7.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716800,4,2016-02-15 23:51:06,2016-02-16 05:51:06,41.19362,-80.2374,41.18483,-80.45009,11.076,Closed between US-19/Exit 15 and I-376/PA-760/Exit 4 - Road closed due to accident.,,I-80 W,R,Mercer,Mercer,PA,16137,US,US/Eastern,KUCP,2016-02-15 23:54:00,30.2,24.3,93.0,29.82,2.0,East,5.8,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716801,4,2016-02-16 00:29:59,2016-02-16 06:29:59,40.55267,-85.14974,40.56744,-85.14993,1.021,Closed between IN-18 and E County Road 1200 S - Road closed due to accident.,8001.0, N State Road 1,R,Bryant,Jay,IN,47326-8917,US,US/Eastern,KMIE,2016-02-16 00:25:00,30.9,26.2,85.0,29.78,4.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716802,4,2016-02-16 00:29:59,2016-02-16 06:29:59,40.56744,-85.14993,40.55267,-85.14974,1.021,Closed between E County Road 1200 S and IN-18 - Road closed due to accident.,8801.0, E 1200 S-90,R,Pennville,Jay,IN,47369,US,US/Eastern,KMIE,2016-02-16 00:25:00,30.9,26.2,85.0,29.78,4.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716803,4,2016-02-16 02:45:16,2016-02-16 08:45:16,40.14212,-81.55153,40.29145,-81.55699,10.322,Closed between OH-541/CR-831/Exit 54 and US-36/Exit 65 - Road closed due to accident.,,I-77 N,R,Kimbolton,Guernsey,OH,43749,US,US/Eastern,KZZV,2016-02-16 02:53:00,34.0,29.8,92.0,29.69,0.8,North,4.6,0.1,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716804,2,2016-02-16 04:54:40,2016-02-16 10:54:40,39.94397,-82.41127,39.94348,-82.40391,0.391,At OH-13/Exit 132 - Accident.,,I-70 E,R,Thornville,Licking,OH,43076,US,US/Eastern,KVTA,2016-02-16 04:54:00,34.0,28.0,89.0,29.7,2.0,NW,6.9,0.05,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716805,2,2016-02-16 04:55:56,2016-02-16 10:55:56,39.96893,-83.11922,39.98407,-83.11864,1.047,At I-70/Exit 8 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2016-02-16 04:55:00,32.2,26.7,100.0,29.71,3.0,NW,5.8,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716806,2,2016-02-16 06:02:12,2016-02-16 12:02:12,40.6126,-80.09494,40.61824,-80.09567,0.392,At PA-910/Exit 73 - Accident.,,I-79 N,R,Wexford,Allegheny,PA,15090,US,US/Eastern,KBTP,2016-02-16 05:55:00,32.0,,93.0,29.61,7.0,Calm,,0.15,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2716807,3,2016-02-16 06:09:59,2016-02-16 12:09:59,40.11184,-83.00883,40.11218,-83.02084,0.635,At US-23/Exit 23 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 05:53:00,33.1,26.1,96.0,29.71,5.0,NNW,8.1,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2716808,2,2016-02-16 06:08:42,2016-02-16 12:08:42,41.06347,-81.50372,41.06472,-81.50414,0.089,Ramp to Exit 125B - Accident.,591.0, Lumiere St,L,Akron,Summit,OH,44306,US,US/Eastern,KAKR,2016-02-16 05:54:00,33.1,26.1,92.0,29.68,1.0,NNW,8.1,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2716809,2,2016-02-16 07:40:21,2016-02-16 13:40:21,39.972931,-85.965783,39.972875,-85.965902,0.007,At IN-37/Exit 5 - Accident.,,I-69 S,R,Fishers,Hamilton,IN,46038,US,US/Eastern,KMQJ,2016-02-16 07:34:00,30.2,22.6,86.0,29.79,5.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716810,2,2016-02-16 08:12:40,2016-02-16 14:12:40,39.95459,-83.04255,39.97368,-83.0835,2.538,Between US-40/Broad St/Exit 97 and Hague Ave/Exit 95 - Accident.,,I-70 W,R,Columbus,Franklin,OH,43222,US,US/Eastern,KTZR,2016-02-16 07:47:00,32.0,24.2,100.0,29.73,2.5,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716811,3,2016-02-16 08:11:18,2016-02-16 14:11:18,40.11184,-83.00883,40.11218,-83.02084,0.635,At US-23/Exit 23 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 07:53:00,32.0,24.2,96.0,29.75,3.0,NW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716812,2,2016-02-16 08:17:49,2016-02-16 14:17:49,39.97241,-82.84695,40.00631,-82.87275,2.711,Between OH-16/Broad St/Exit 39 and OH-317/Hamilton Rd/Exit 37 - Accident.,,Outerbelt N,R,Columbus,Franklin,OH,43213,US,US/Eastern,KCMH,2016-02-16 07:51:00,32.0,24.8,88.0,29.75,5.0,NNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716813,2,2016-02-16 08:23:57,2016-02-16 14:23:57,39.9912,-85.9188,39.99008,-85.92858,0.523,At IN-238/Exit 10 - Accident.,,Olio Rd,R,Noblesville,Hamilton,IN,46060,US,US/Eastern,KTYQ,2016-02-16 08:15:00,28.4,21.2,92.0,29.8,4.0,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716814,2,2016-02-16 08:59:39,2016-02-16 14:59:39,41.34965,-81.51146,41.31438,-81.51325,2.439,Between I-480/Cuyahoga-Summit Co Line and OH-82/Exit 19 - Accident.,,I-271 S,R,Macedonia,Summit,OH,44056,US,US/Eastern,KPOV,2016-02-16 11:28:00,,,,29.7,,North,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716815,4,2016-02-16 08:59:39,2016-02-16 14:59:39,41.11987,-80.69004,41.12401,-80.677376,0.719,Closed at I-680 - Road closed due to accident.,,OH-711 S,R,Youngstown,Mahoning,OH,44509,US,US/Eastern,KYNG,2016-02-16 08:51:00,30.0,21.7,92.0,29.68,0.8,NNW,9.2,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716816,4,2016-02-16 08:59:39,2016-02-16 14:59:39,41.11851,-80.69242,41.11928,-80.6912,0.083,Ramp closed to OH-711 Eastbound - Road closed due to accident.,1530.0, Salt Springs Rd,L,Youngstown,Mahoning,OH,44509-1642,US,US/Eastern,KYNG,2016-02-16 08:51:00,30.0,21.7,92.0,29.68,0.8,NNW,9.2,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716817,2,2016-02-16 08:59:39,2016-02-16 14:59:39,40.05642,-83.03097,40.05456,-83.03166,0.134,At Henderson Rd - Accident.,,Olentangy Fwy S,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-16 08:53:00,32.0,26.4,96.0,29.78,2.5,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716818,4,2016-02-16 08:59:39,2016-02-16 14:59:39,41.123412,-80.682026,41.11882,-80.69266,0.638,Closed at I-680 - Road closed due to accident.,,OH-711 S,R,Youngstown,Mahoning,OH,44510,US,US/Eastern,KYNG,2016-02-16 08:51:00,30.0,21.7,92.0,29.68,0.8,NNW,9.2,,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716819,2,2016-02-16 09:01:58,2016-02-16 15:01:58,38.117487,-85.760397,38.11748,-85.760353,0.002,At KY-1020/National TNPk/Exit 8 - Accident.,,KY-841 E,R,Fairdale,Jefferson,KY,40118,US,US/Eastern,KSDF,2016-02-16 08:56:00,34.0,29.8,92.0,29.86,0.5,SSW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716820,2,2016-02-16 09:13:17,2016-02-16 15:13:17,41.44134,-81.65055,41.42336,-81.64497,1.275,Between Grant Ave/Exit 158 and OH-21/Brecksville Rd/Exit 157 - Accident.,,I-77 S,R,Cleveland,Cuyahoga,OH,44105,US,US/Eastern,KBKL,2016-02-16 09:10:00,32.0,24.2,96.0,29.73,1.0,NNW,9.2,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716821,2,2016-02-16 09:18:13,2016-02-16 15:18:13,38.61531,-80.76034,38.61838,-80.75247,0.475,At US-19/Exit 57 - Accident.,,I-79 N,R,Sutton,Braxton,WV,26601,US,US/Eastern,K48I,2016-02-16 09:00:00,33.0,27.0,96.0,28.37,0.75,WSW,7.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716822,4,2016-02-16 09:32:26,2016-02-16 15:32:26,41.124052,-80.677589,41.11882,-80.69266,0.864,Closed between US-42 and I-680 - Road closed due to accident.,,OH-711 S,R,Youngstown,Mahoning,OH,44510,US,US/Eastern,KYNG,2016-02-16 09:21:00,30.0,21.7,92.0,29.65,1.5,NNW,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716823,2,2016-02-16 09:41:14,2016-02-16 15:41:14,39.95085,-82.94428,39.94916,-82.94373,0.12,At Alum Creek Dr/Exit 103 - Accident.,,I-70 E,R,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2016-02-16 09:49:00,32.0,26.4,87.0,29.77,5.0,NW,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716824,2,2016-02-16 09:54:12,2016-02-16 15:54:12,41.06257,-81.52228,41.06268,-81.51988,0.125,At Wolf Ledges/Exit 22 - Accident.,,I-77 N,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-02-16 09:54:00,34.0,28.8,89.0,29.72,1.2,NNW,5.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716825,2,2016-02-16 09:58:03,2016-02-16 15:58:03,40.11212,-83.03906,40.1119,-83.01663,1.185,Between OH-315/Olentangy Riv Rd/Exit 22 and US-23/Exit 23 - Accident.,,Outerbelt E,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-16 10:00:00,33.1,24.9,92.0,29.77,2.5,WNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716826,2,2016-02-16 10:05:57,2016-02-16 16:05:57,39.887033,-83.043909,39.875819,-83.051608,0.876,At Stringtown Rd/Exit 100 - Accident.,,I-71 S,R,Grove City,Franklin,OH,43123,US,US/Eastern,KTZR,2016-02-16 10:18:00,32.0,25.6,100.0,29.79,0.8,West,6.9,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716827,2,2016-02-16 10:12:23,2016-02-16 16:12:23,40.04916,-83.03336,40.05188,-83.03257,0.193,At OH-315/W Henderson Rd/Jasonway Ave - Accident.,,Olentangy Fwy N,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-16 10:13:00,32.0,24.8,96.0,29.77,1.8,WNW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716828,2,2016-02-16 11:46:40,2016-02-16 17:46:40,41.12906,-85.1612,41.13,-85.15408,0.376,At US-27/IN-1/IN-3/Lima Rd/Exit 111 - Accident.,,US-24 E,R,Fort Wayne,Allen,IN,46818,US,US/Eastern,KFWA,2016-02-16 11:54:00,28.9,21.9,82.0,29.86,8.0,NW,6.9,0.0,Light Freezing Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716829,2,2016-02-16 11:46:40,2016-02-16 17:46:40,41.17798,-85.10323,41.18004,-85.1033,0.142,At IN-1/Dupont Rd/Exit 116 - Accident.,,I-69 N,R,Fort Wayne,Allen,IN,46825,US,US/Eastern,KGWB,2016-02-16 11:55:00,30.2,26.7,86.0,29.82,5.0,West,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716830,2,2016-02-16 12:08:17,2016-02-16 18:08:17,38.08783,-83.90263,38.12853,-83.74765,8.883,Between US-60/Exit 113 and KY-36/Exit 121 - Accident.,,I-64 E,R,Mount Sterling,Montgomery,KY,40353,US,US/Eastern,KIOB,2016-02-16 12:15:00,33.8,27.7,100.0,29.85,5.0,West,6.9,0.03,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716831,2,2016-02-16 12:18:42,2016-02-16 18:18:42,41.63316,-83.54203,41.63548,-83.54284,0.166,At South Ave/Kuhlman Dr/Exit 200 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43609,US,US/Eastern,KTDZ,2016-02-16 12:05:00,30.9,,79.0,29.81,5.0,Calm,,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716832,2,2016-02-16 12:40:34,2016-02-16 18:40:34,39.149639,-84.539381,39.15228,-84.5412,0.207,At I-74/US-52/US-27/Exit 4 - Accident.,,I-74 W,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,2016-02-16 12:53:00,36.0,31.1,73.0,29.85,10.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716833,4,2016-02-16 13:47:40,2016-02-16 19:47:40,40.9605,-85.3528,40.96051,-85.34522,0.395,Closed between Gundy Rd and Mayne Rd - Road closed due to accident.,5083.0, E 900 N,R,Roanoke,Huntington,IN,46783-9701,US,US/Eastern,KFWA,2016-02-16 13:54:00,30.0,22.4,79.0,29.84,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716834,4,2016-02-16 13:47:40,2016-02-16 19:47:40,40.96051,-85.34522,40.9605,-85.3528,0.395,Closed between Mayne Rd and Gundy Rd - Road closed due to accident.,5527.0, E 900 N,R,Roanoke,Huntington,IN,46783-9703,US,US/Eastern,KFWA,2016-02-16 13:54:00,30.0,22.4,79.0,29.84,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716835,2,2016-02-16 14:36:56,2016-02-16 20:36:56,41.08204,-80.64847,41.08156,-80.64523,0.172,At South Ave/Exit 7 - Accident.,,I-680 S,R,Youngstown,Mahoning,OH,44507,US,US/Eastern,KYNG,2016-02-16 14:51:00,30.9,22.8,89.0,29.74,3.0,NNW,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716836,2,2016-02-16 14:38:16,2016-02-16 20:38:16,41.61791,-83.54107,41.6217,-83.54185,0.265,At OH-65/Miami St/Exit 199 - Accident.,,I-75 N,R,Northwood,Wood,OH,43619,US,US/Eastern,KTDZ,2016-02-16 14:53:00,32.0,24.2,75.0,29.79,9.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716837,2,2016-02-16 15:26:16,2016-02-16 21:26:16,38.41592,-82.3465,38.411198,-82.349767,0.371,Between US-60/Exit 15 and WV-10/Hal Greer Blvd/Exit 11 - Accident.,,I-64 W,R,Huntington,Cabell,WV,25705,US,US/Eastern,KHTS,2016-02-16 15:51:00,36.0,32.1,76.0,29.81,10.0,NW,4.6,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716838,2,2016-02-16 15:46:00,2016-02-16 21:46:00,41.67571,-83.69385,41.67571,-83.69385,0.0,At US-20/OH-120/Central/Exit 13 - Accident.,,I-475 N,R,Toledo,Lucas,OH,43615,US,US/Eastern,KDUH,2016-02-16 15:55:00,30.2,23.4,77.0,29.79,10.0,West,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716839,2,2016-02-16 16:25:43,2016-02-16 22:25:43,39.08272,-84.52264,39.05753,-84.54183,2.022,Between 12th St/Pike St/Exit 191 and KY-1072/Kyles Ln/Exit 189 - Accident.,,I-75 S,R,Covington,Kenton,KY,41011,US,US/Eastern,KLUK,2016-02-16 16:53:00,37.9,33.5,68.0,29.84,10.0,West,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716840,2,2016-02-16 16:42:32,2016-02-16 22:42:32,39.280947,-80.278075,39.280307,-80.280756,0.15,At US-50/Exit 119 - Accident.,,US-50 W,R,Bridgeport,Harrison,WV,26330,US,US/Eastern,KCKB,2016-02-16 16:53:00,34.0,28.8,96.0,29.77,4.0,WSW,5.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2716841,2,2016-02-16 16:43:51,2016-02-16 22:43:51,38.36387,-81.73867,38.36387,-81.73867,0.0,At WV-25/10th/Roxalana Rd/Exit 53 - Accident.,,I-64 W,R,Dunbar,Kanawha,WV,25064,US,US/Eastern,KCRW,2016-02-16 16:54:00,36.0,33.3,82.0,29.83,10.0,Variable,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716842,2,2016-02-16 16:47:47,2016-02-16 22:47:47,40.0187,-82.90466,40.0122,-82.90727,0.47,Ramp to Exit 35A - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2016-02-16 16:51:00,32.0,24.2,75.0,29.82,7.0,WNW,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716843,3,2016-02-16 17:45:19,2016-02-16 23:45:19,41.53757,-81.64083,41.53898,-81.63629,0.254,At 72nd St/Exit 176 - Accident.,,OH-2 E,R,Cleveland,Cuyahoga,OH,44103,US,US/Eastern,KBKL,2016-02-16 17:53:00,30.9,23.5,89.0,29.82,6.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716844,3,2016-02-16 18:13:50,2016-02-17 00:13:50,41.16522,-81.47454,41.16093,-81.46962,0.392,At Graham Rd - Accident.,,OH-8 S,R,Stow,Summit,OH,44224,US,US/Eastern,KAKR,2016-02-16 17:54:00,32.0,24.2,79.0,29.81,8.0,WNW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2716845,4,2016-02-16 18:13:50,2016-02-17 00:13:50,39.52352,-82.02361,39.517216,-82.025802,0.451,Closed at Amesville - Road closed due to accident.,5809.0, S State Route 78,L,Glouster,Athens,OH,45732-8905,US,US/Eastern,KUNI,2016-02-16 18:10:00,32.4,,100.0,29.85,7.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2716846,4,2016-02-16 18:13:50,2016-02-17 00:13:50,39.517216,-82.025802,39.52352,-82.02361,0.451,Closed at CR-38/Bishopville Rd - Road closed due to accident.,6102.0, S State Route 78,R,Glouster,Athens,OH,45732-8905,US,US/Eastern,KUNI,2016-02-16 18:10:00,32.4,,100.0,29.85,7.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2716847,4,2016-02-17 00:52:54,2016-02-17 06:52:54,40.322818,-83.071034,40.325909,-83.071612,0.216,Closed between CR-215/Panhandle Rd and Delaware - Road closed due to accident.,,US Highway 23 N,R,Delaware,Delaware,OH,43015,US,US/Eastern,KDLZ,2016-02-17 00:56:00,28.4,23.3,80.0,29.94,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716848,4,2016-02-17 01:46:49,2016-02-17 07:46:49,41.73565,-84.99082,41.75381,-85.43421,22.892,Closed between I-69/US-27/Exit 144 and IN-9/Exit 121 - Road closed due to accident.,,I-80 W,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,2016-02-17 01:55:00,28.4,23.3,93.0,29.92,6.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716849,4,2016-02-17 04:16:32,2016-02-17 10:16:32,39.14648,-84.45455,39.14305,-84.48184,1.481,Closed between Dana Ave/Exit 5 and US-22/OH-3/Montgomery Rd/Exit 5 - Road closed due to accident.,,I-71 S,R,Cincinnati,Hamilton,OH,45212,US,US/Eastern,KLUK,2016-02-17 03:53:00,28.0,,100.0,30.06,5.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2716850,3,2016-02-17 07:17:47,2016-02-17 13:17:47,39.82122,-85.76482,39.82115,-85.77004,0.277,At IN-9/Exit 104 - Accident.,,I-70 W,R,Greenfield,Hancock,IN,46140,US,US/Eastern,KMQJ,2016-02-17 07:14:00,30.2,21.3,86.0,30.11,7.0,North,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2716851,2,2016-02-17 07:22:54,2016-02-17 13:22:54,41.11889,-81.65407,41.12877,-81.65219,0.69,Ramp to I-77 - Accident.,,OH-21 N,R,Akron,Summit,OH,44321,US,US/Eastern,KAKR,2016-02-17 06:54:00,28.0,21.7,81.0,30.03,7.0,SW,5.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716852,4,2016-02-17 07:57:01,2016-02-17 13:57:01,40.121557,-83.151457,40.11036,-83.15869,0.863,Closed at Avery Rd - Road closed due to accident.,7579.0, Muirfield Dr,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-17 07:53:00,30.0,24.1,85.0,30.11,3.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716853,4,2016-02-17 07:57:01,2016-02-17 13:57:01,40.11017,-83.15877,40.121827,-83.151367,0.895,Closed between Avery Rd and Cormorant Dr - Road closed due to accident.,,Avery Rd,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-17 07:53:00,30.0,24.1,85.0,30.11,3.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716854,2,2016-02-17 08:08:41,2016-02-17 14:08:41,41.57777,-81.54987,41.57615,-81.55346,0.217,At 185th St/Waterloo Rd/Exit 182 - Accident.,,OH-2 W,R,Cleveland,Cuyahoga,OH,44119,US,US/Eastern,KCGF,2016-02-17 07:45:00,28.4,19.7,93.0,30.03,3.0,WSW,9.2,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716855,3,2016-02-17 08:15:04,2016-02-17 14:15:04,40.121557,-83.151457,40.11036,-83.15869,0.863,At Avery Rd - Accident.,7579.0, Muirfield Dr,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-17 07:53:00,30.0,24.1,85.0,30.11,3.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716856,3,2016-02-17 08:15:04,2016-02-17 14:15:04,40.11017,-83.15877,40.121616,-83.151314,0.884,Between Avery Rd and Dunabbey Loop - Accident.,,Avery Rd,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-02-17 07:53:00,30.0,24.1,85.0,30.11,3.0,West,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716857,2,2016-02-17 08:13:48,2016-02-17 14:13:48,41.04592,-81.69463,41.04453,-81.69229,0.155,At OH-261/Exit 11 - Accident.,,US-224 E,R,Wadsworth,Medina,OH,44281,US,US/Eastern,KAKR,2016-02-17 07:54:00,28.0,22.8,81.0,30.06,6.0,WSW,4.6,,Haze,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716858,2,2016-02-17 08:36:21,2016-02-17 14:36:21,41.42099,-81.69052,41.40753,-81.63808,2.872,Between OH-176/OH-17/Exit 17 and I-77/Exit 20 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-17 08:53:00,30.9,21.7,82.0,30.09,4.0,WSW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716859,2,2016-02-17 08:57:59,2016-02-17 14:57:59,39.27486,-84.346,39.26678,-84.35626,0.783,At I-275/Exit 17 - Accident.,,I-71 S,R,Cincinnati,Hamilton,OH,45249,US,US/Eastern,KHAO,2016-02-17 08:53:00,32.0,28.7,88.0,30.2,4.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716860,2,2016-02-17 09:27:49,2016-02-17 15:27:49,39.28266,-84.56742,39.28615,-84.56214,0.371,At US-127/Exit 36 - Accident.,,I-275 E,R,Cincinnati,Hamilton,OH,45231,US,US/Eastern,KHAO,2016-02-17 09:29:00,33.1,28.7,85.0,30.2,5.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716861,2,2016-02-17 10:27:18,2016-02-17 16:27:18,39.9467,-82.22232,39.94817,-82.21895,0.205,At Mt Perry Rd/Exit 142 - Accident.,,Mount Perry Rd,R,Heath,Muskingum,OH,43056,US,US/Eastern,KVTA,2016-02-17 10:54:00,32.0,25.6,82.0,30.18,4.0,WNW,6.9,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2716862,2,2016-02-17 10:45:25,2016-02-17 16:45:25,39.17397,-84.49031,39.1765,-84.48757,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-17 10:53:00,34.0,29.8,79.0,30.26,9.0,NW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
